Id,income,income_binary,is_conflicting_duplicate_features
26232,>50K,1,False
26233,<=50K,0,False
26234,<=50K,0,False
26235,<=50K,0,False
26236,<=50K,0,False
26237,<=50K,0,False
26238,<=50K,0,False
26239,>50K,1,False
26240,<=50K,0,False
26241,<=50K,0,False
26242,<=50K,0,False
26243,<=50K,0,False
26244,<=50K,0,False
26245,>50K,1,False
26246,>50K,1,False
26247,<=50K,0,False
26248,<=50K,0,False
26249,>50K,1,False
26250,<=50K,0,False
26251,<=50K,0,False
26252,>50K,1,False
26253,<=50K,0,False
26254,<=50K,0,False
26255,<=50K,0,False
26256,<=50K,0,False
26257,<=50K,0,False
26258,<=50K,0,False
26259,<=50K,0,False
26260,<=50K,0,False
26261,>50K,1,False
26262,<=50K,0,False
26263,<=50K,0,False
26264,<=50K,0,False
26265,<=50K,0,False
26266,<=50K,0,False
26267,>50K,1,False
26268,<=50K,0,False
26269,<=50K,0,False
26270,<=50K,0,False
26271,<=50K,0,False
26272,<=50K,0,False
26273,>50K,1,False
26274,<=50K,0,False
26275,<=50K,0,False
26276,<=50K,0,False
26277,>50K,1,False
26278,<=50K,0,False
26279,<=50K,0,False
26280,<=50K,0,False
26281,<=50K,0,False
26282,<=50K,0,False
26283,<=50K,0,False
26284,>50K,1,False
26285,<=50K,0,False
26286,<=50K,0,False
26287,>50K,1,False
26288,<=50K,0,False
26289,<=50K,0,False
26290,<=50K,0,False
26291,<=50K,0,False
26292,<=50K,0,False
26293,<=50K,0,False
26294,>50K,1,False
26295,<=50K,0,False
26296,>50K,1,False
26297,<=50K,0,False
26298,<=50K,0,False
26299,<=50K,0,False
26300,<=50K,0,False
26301,>50K,1,False
26302,<=50K,0,False
26303,<=50K,0,False
26304,<=50K,0,False
26305,<=50K,0,False
26306,<=50K,0,False
26307,<=50K,0,False
26308,<=50K,0,False
26309,>50K,1,False
26310,<=50K,0,False
26311,<=50K,0,False
26312,<=50K,0,False
26313,<=50K,0,False
26314,>50K,1,False
26315,>50K,1,False
26316,<=50K,0,False
26317,>50K,1,False
26318,<=50K,0,False
26319,<=50K,0,False
26320,>50K,1,False
26321,<=50K,0,False
26322,>50K,1,False
26323,<=50K,0,False
26324,<=50K,0,False
26325,<=50K,0,False
26326,<=50K,0,False
26327,>50K,1,False
26328,>50K,1,False
26329,<=50K,0,False
26330,<=50K,0,False
26331,>50K,1,False
26332,<=50K,0,False
26333,<=50K,0,False
26334,<=50K,0,False
26335,>50K,1,False
26336,<=50K,0,False
26337,<=50K,0,False
26338,<=50K,0,False
26339,<=50K,0,False
26340,<=50K,0,False
26341,>50K,1,False
26342,<=50K,0,False
26343,<=50K,0,False
26344,<=50K,0,False
26345,<=50K,0,False
26346,<=50K,0,False
26347,<=50K,0,False
26348,<=50K,0,False
26349,<=50K,0,False
26350,>50K,1,False
26351,<=50K,0,False
26352,>50K,1,False
26353,>50K,1,False
26354,>50K,1,False
26355,>50K,1,False
26356,<=50K,0,False
26357,>50K,1,False
26358,<=50K,0,False
26359,<=50K,0,False
26360,<=50K,0,False
26361,<=50K,0,False
26362,<=50K,0,False
26363,<=50K,0,False
26364,<=50K,0,False
26365,<=50K,0,False
26366,<=50K,0,False
26367,>50K,1,False
26368,<=50K,0,False
26369,<=50K,0,False
26370,>50K,1,False
26371,<=50K,0,False
26372,<=50K,0,False
26373,<=50K,0,False
26374,<=50K,0,False
26375,<=50K,0,False
26376,<=50K,0,False
26377,>50K,1,False
26378,<=50K,0,False
26379,<=50K,0,False
26380,<=50K,0,False
26381,<=50K,0,False
26382,<=50K,0,False
26383,<=50K,0,False
26384,<=50K,0,False
26385,<=50K,0,False
26386,<=50K,0,False
26387,<=50K,0,False
26388,>50K,1,False
26389,>50K,1,False
26390,<=50K,0,False
26391,<=50K,0,False
26392,<=50K,0,False
26393,<=50K,0,False
26394,<=50K,0,False
26395,<=50K,0,False
26396,<=50K,0,False
26397,>50K,1,False
26398,<=50K,0,False
26399,<=50K,0,False
26400,<=50K,0,False
26401,<=50K,0,False
26402,<=50K,0,False
26403,<=50K,0,False
26404,<=50K,0,False
26405,>50K,1,False
26406,<=50K,0,False
26407,<=50K,0,False
26408,>50K,1,False
26409,<=50K,0,False
26410,<=50K,0,False
26411,<=50K,0,False
26412,<=50K,0,False
26413,<=50K,0,False
26414,<=50K,0,False
26415,<=50K,0,False
26416,>50K,1,False
26417,<=50K,0,False
26418,<=50K,0,False
26419,>50K,1,False
26420,<=50K,0,False
26421,>50K,1,False
26422,<=50K,0,False
26423,<=50K,0,False
26424,<=50K,0,False
26425,>50K,1,False
26426,>50K,1,False
26427,<=50K,0,False
26428,>50K,1,False
26429,<=50K,0,False
26430,<=50K,0,False
26431,<=50K,0,False
26432,<=50K,0,False
26433,>50K,1,False
26434,<=50K,0,False
26435,<=50K,0,False
26436,<=50K,0,False
26437,<=50K,0,False
26438,<=50K,0,False
26439,<=50K,0,False
26440,<=50K,0,False
26441,<=50K,0,False
26442,<=50K,0,False
26443,<=50K,0,False
26444,<=50K,0,False
26445,<=50K,0,False
26446,>50K,1,False
26447,>50K,1,False
26448,<=50K,0,False
26449,<=50K,0,False
26450,<=50K,0,False
26451,<=50K,0,False
26452,>50K,1,False
26453,<=50K,0,False
26454,<=50K,0,False
26455,>50K,1,False
26456,<=50K,0,False
26457,<=50K,0,False
26458,<=50K,0,False
26459,<=50K,0,False
26460,<=50K,0,False
26461,<=50K,0,False
26462,<=50K,0,False
26463,<=50K,0,False
26464,>50K,1,False
26465,<=50K,0,False
26466,<=50K,0,False
26467,<=50K,0,False
26468,<=50K,0,False
26469,<=50K,0,False
26470,<=50K,0,False
26471,<=50K,0,False
26472,<=50K,0,False
26473,>50K,1,False
26474,<=50K,0,False
26475,<=50K,0,False
26476,<=50K,0,False
26477,>50K,1,False
26478,<=50K,0,False
26479,<=50K,0,False
26480,<=50K,0,False
26481,<=50K,0,False
26482,<=50K,0,False
26483,<=50K,0,False
26484,<=50K,0,False
26485,<=50K,0,False
26486,<=50K,0,False
26487,<=50K,0,False
26488,<=50K,0,False
26489,<=50K,0,False
26490,>50K,1,False
26491,<=50K,0,False
26492,<=50K,0,False
26493,<=50K,0,False
26494,<=50K,0,False
26495,>50K,1,False
26496,<=50K,0,False
26497,<=50K,0,False
26498,<=50K,0,False
26499,<=50K,0,False
26500,<=50K,0,False
26501,<=50K,0,False
26502,>50K,1,False
26503,>50K,1,False
26504,<=50K,0,False
26505,<=50K,0,False
26506,<=50K,0,False
26507,>50K,1,False
26508,<=50K,0,False
26509,<=50K,0,False
26510,<=50K,0,False
26511,<=50K,0,False
26512,<=50K,0,False
26513,>50K,1,False
26514,<=50K,0,False
26515,<=50K,0,False
26516,<=50K,0,False
26517,>50K,1,False
26518,<=50K,0,False
26519,<=50K,0,False
26520,<=50K,0,False
26521,<=50K,0,False
26522,>50K,1,False
26523,<=50K,0,False
26524,<=50K,0,False
26525,>50K,1,False
26526,<=50K,0,False
26527,<=50K,0,False
26528,<=50K,0,False
26529,<=50K,0,False
26530,<=50K,0,False
26531,<=50K,0,False
26532,<=50K,0,False
26533,<=50K,0,False
26534,>50K,1,False
26535,<=50K,0,False
26536,<=50K,0,False
26537,>50K,1,False
26538,<=50K,0,False
26539,<=50K,0,False
26540,<=50K,0,False
26541,<=50K,0,False
26542,<=50K,0,False
26543,<=50K,0,False
26544,<=50K,0,False
26545,<=50K,0,False
26546,<=50K,0,False
26547,>50K,1,False
26548,<=50K,0,False
26549,<=50K,0,False
26550,<=50K,0,False
26551,<=50K,0,False
26552,>50K,1,False
26553,<=50K,0,False
26554,>50K,1,False
26555,>50K,1,False
26556,<=50K,0,False
26557,>50K,1,False
26558,>50K,1,False
26559,>50K,1,False
26560,<=50K,0,False
26561,<=50K,0,False
26562,<=50K,0,False
26563,<=50K,0,False
26564,<=50K,0,False
26565,<=50K,0,False
26566,>50K,1,False
26567,<=50K,0,False
26568,>50K,1,False
26569,<=50K,0,False
26570,<=50K,0,False
26571,<=50K,0,False
26572,<=50K,0,False
26573,>50K,1,False
26574,>50K,1,False
26575,>50K,1,False
26576,>50K,1,False
26577,>50K,1,False
26578,<=50K,0,False
26579,>50K,1,False
26580,<=50K,0,False
26581,<=50K,0,False
26582,<=50K,0,False
26583,<=50K,0,False
26584,>50K,1,False
26585,<=50K,0,False
26586,<=50K,0,False
26587,<=50K,0,False
26588,<=50K,0,False
26589,<=50K,0,False
26590,<=50K,0,False
26591,<=50K,0,False
26592,<=50K,0,False
26593,<=50K,0,False
26594,<=50K,0,False
26595,<=50K,0,False
26596,<=50K,0,False
26597,<=50K,0,False
26598,>50K,1,False
26599,>50K,1,False
26600,<=50K,0,False
26601,<=50K,0,False
26602,<=50K,0,False
26603,<=50K,0,False
26604,>50K,1,False
26605,<=50K,0,False
26606,<=50K,0,False
26607,>50K,1,False
26608,<=50K,0,False
26609,<=50K,0,False
26610,<=50K,0,False
26611,<=50K,0,False
26612,<=50K,0,False
26613,<=50K,0,False
26614,<=50K,0,False
26615,<=50K,0,False
26616,>50K,1,False
26617,>50K,1,False
26618,<=50K,0,False
26619,<=50K,0,False
26620,>50K,1,False
26621,<=50K,0,False
26622,<=50K,0,False
26623,>50K,1,False
26624,>50K,1,False
26625,<=50K,0,False
26626,<=50K,0,False
26627,<=50K,0,False
26628,<=50K,0,False
26629,<=50K,0,False
26630,<=50K,0,False
26631,<=50K,0,False
26632,<=50K,0,False
26633,<=50K,0,False
26634,<=50K,0,False
26635,>50K,1,False
26636,<=50K,0,False
26637,<=50K,0,False
26638,<=50K,0,False
26639,<=50K,0,False
26640,>50K,1,False
26641,<=50K,0,False
26642,<=50K,0,False
26643,>50K,1,False
26644,<=50K,0,False
26645,<=50K,0,False
26646,>50K,1,False
26647,<=50K,0,False
26648,<=50K,0,False
26649,>50K,1,False
26650,<=50K,0,False
26651,<=50K,0,False
26652,<=50K,0,False
26653,<=50K,0,False
26654,<=50K,0,False
26655,<=50K,0,False
26656,>50K,1,False
26657,<=50K,0,False
26658,<=50K,0,False
26659,>50K,1,False
26660,<=50K,0,False
26661,<=50K,0,False
26662,<=50K,0,False
26663,<=50K,0,False
26664,<=50K,0,False
26665,<=50K,0,False
26666,<=50K,0,False
26667,<=50K,0,False
26668,<=50K,0,False
26669,<=50K,0,False
26670,<=50K,0,False
26671,<=50K,0,False
26672,<=50K,0,False
26673,<=50K,0,False
26674,>50K,1,False
26675,<=50K,0,False
26676,<=50K,0,False
26677,<=50K,0,False
26678,>50K,1,False
26679,>50K,1,False
26680,>50K,1,False
26681,<=50K,0,False
26682,>50K,1,False
26683,<=50K,0,False
26684,<=50K,0,False
26685,<=50K,0,False
26686,<=50K,0,False
26687,<=50K,0,False
26688,>50K,1,False
26689,>50K,1,False
26690,<=50K,0,False
26691,<=50K,0,False
26692,<=50K,0,False
26693,<=50K,0,False
26694,<=50K,0,False
26695,<=50K,0,False
26696,<=50K,0,False
26697,<=50K,0,False
26698,>50K,1,False
26699,<=50K,0,False
26700,<=50K,0,False
26701,<=50K,0,False
26702,>50K,1,False
26703,<=50K,0,False
26704,<=50K,0,False
26705,<=50K,0,False
26706,<=50K,0,False
26707,<=50K,0,False
26708,<=50K,0,False
26709,<=50K,0,False
26710,<=50K,0,False
26711,<=50K,0,False
26712,<=50K,0,False
26713,<=50K,0,False
26714,<=50K,0,False
26715,<=50K,0,False
26716,<=50K,0,False
26717,<=50K,0,False
26718,<=50K,0,False
26719,>50K,1,False
26720,>50K,1,False
26721,<=50K,0,False
26722,<=50K,0,False
26723,>50K,1,False
26724,<=50K,0,False
26725,<=50K,0,False
26726,<=50K,0,False
26727,<=50K,0,False
26728,<=50K,0,False
26729,<=50K,0,False
26730,<=50K,0,False
26731,<=50K,0,False
26732,<=50K,0,False
26733,>50K,1,False
26734,<=50K,0,False
26735,<=50K,0,False
26736,<=50K,0,False
26737,<=50K,0,False
26738,<=50K,0,False
26739,<=50K,0,False
26740,<=50K,0,False
26741,<=50K,0,False
26742,<=50K,0,False
26743,>50K,1,False
26744,<=50K,0,False
26745,<=50K,0,False
26746,<=50K,0,False
26747,<=50K,0,False
26748,<=50K,0,False
26749,<=50K,0,False
26750,<=50K,0,False
26751,<=50K,0,False
26752,<=50K,0,False
26753,<=50K,0,False
26754,<=50K,0,False
26755,<=50K,0,False
26756,<=50K,0,False
26757,<=50K,0,False
26758,<=50K,0,False
26759,<=50K,0,False
26760,<=50K,0,False
26761,<=50K,0,False
26762,<=50K,0,False
26763,>50K,1,False
26764,>50K,1,False
26765,>50K,1,False
26766,<=50K,0,False
26767,<=50K,0,False
26768,<=50K,0,False
26769,<=50K,0,False
26770,<=50K,0,False
26771,<=50K,0,False
26772,>50K,1,False
26773,<=50K,0,False
26774,<=50K,0,False
26775,>50K,1,False
26776,<=50K,0,False
26777,<=50K,0,False
26778,<=50K,0,False
26779,<=50K,0,False
26780,<=50K,0,False
26781,<=50K,0,False
26782,<=50K,0,False
26783,<=50K,0,False
26784,<=50K,0,False
26785,<=50K,0,False
26786,<=50K,0,False
26787,>50K,1,False
26788,<=50K,0,False
26789,<=50K,0,False
26790,<=50K,0,False
26791,<=50K,0,False
26792,<=50K,0,False
26793,<=50K,0,False
26794,<=50K,0,False
26795,<=50K,0,False
26796,<=50K,0,False
26797,<=50K,0,False
26798,>50K,1,False
26799,<=50K,0,False
26800,<=50K,0,False
26801,>50K,1,False
26802,<=50K,0,False
26803,<=50K,0,False
26804,<=50K,0,False
26805,>50K,1,False
26806,<=50K,0,False
26807,<=50K,0,False
26808,<=50K,0,False
26809,>50K,1,False
26810,<=50K,0,False
26811,<=50K,0,False
26812,<=50K,0,False
26813,<=50K,0,False
26814,>50K,1,False
26815,<=50K,0,False
26816,<=50K,0,False
26817,<=50K,0,False
26818,>50K,1,False
26819,<=50K,0,False
26820,<=50K,0,False
26821,<=50K,0,False
26822,<=50K,0,False
26823,<=50K,0,False
26824,<=50K,0,False
26825,<=50K,0,False
26826,<=50K,0,False
26827,>50K,1,False
26828,<=50K,0,False
26829,<=50K,0,False
26830,>50K,1,False
26831,>50K,1,False
26832,>50K,1,False
26833,<=50K,0,False
26834,>50K,1,False
26835,>50K,1,False
26836,<=50K,0,False
26837,<=50K,0,False
26838,>50K,1,False
26839,<=50K,0,False
26840,<=50K,0,False
26841,<=50K,0,False
26842,<=50K,0,False
26843,>50K,1,False
26844,<=50K,0,False
26845,>50K,1,False
26846,<=50K,0,False
26847,<=50K,0,False
26848,<=50K,0,False
26849,<=50K,0,False
26850,<=50K,0,False
26851,<=50K,0,False
26852,<=50K,0,False
26853,>50K,1,False
26854,<=50K,0,False
26855,>50K,1,False
26856,<=50K,0,False
26857,<=50K,0,False
26858,>50K,1,False
26859,<=50K,0,False
26860,<=50K,0,False
26861,<=50K,0,False
26862,>50K,1,False
26863,<=50K,0,False
26864,<=50K,0,False
26865,>50K,1,False
26866,<=50K,0,False
26867,>50K,1,False
26868,<=50K,0,False
26869,<=50K,0,False
26870,<=50K,0,False
26871,<=50K,0,False
26872,<=50K,0,False
26873,<=50K,0,False
26874,>50K,1,False
26875,>50K,1,False
26876,<=50K,0,False
26877,<=50K,0,False
26878,<=50K,0,False
26879,<=50K,0,False
26880,<=50K,0,False
26881,<=50K,0,False
26882,<=50K,0,False
26883,<=50K,0,False
26884,<=50K,0,False
26885,>50K,1,False
26886,<=50K,0,False
26887,<=50K,0,False
26888,<=50K,0,False
26889,<=50K,0,False
26890,<=50K,0,False
26891,<=50K,0,False
26892,<=50K,0,False
26893,<=50K,0,False
26894,>50K,1,False
26895,<=50K,0,False
26896,<=50K,0,False
26897,<=50K,0,False
26898,<=50K,0,False
26899,>50K,1,False
26900,<=50K,0,False
26901,<=50K,0,False
26902,<=50K,0,False
26903,<=50K,0,False
26904,<=50K,0,False
26905,>50K,1,False
26906,<=50K,0,False
26907,<=50K,0,False
26908,>50K,1,False
26909,<=50K,0,False
26910,>50K,1,False
26911,<=50K,0,False
26912,<=50K,0,False
26913,<=50K,0,False
26914,>50K,1,False
26915,<=50K,0,False
26916,<=50K,0,False
26917,<=50K,0,False
26918,<=50K,0,False
26919,<=50K,0,False
26920,<=50K,0,False
26921,<=50K,0,False
26922,<=50K,0,False
26923,<=50K,0,False
26924,>50K,1,False
26925,<=50K,0,False
26926,<=50K,0,False
26927,<=50K,0,False
26928,>50K,1,False
26929,<=50K,0,False
26930,>50K,1,False
26931,>50K,1,False
26932,<=50K,0,False
26933,<=50K,0,False
26934,<=50K,0,False
26935,<=50K,0,False
26936,<=50K,0,False
26937,<=50K,0,False
26938,<=50K,0,False
26939,>50K,1,False
26940,<=50K,0,False
26941,<=50K,0,False
26942,<=50K,0,False
26943,<=50K,0,False
26944,<=50K,0,False
26945,>50K,1,False
26946,<=50K,0,False
26947,<=50K,0,False
26948,>50K,1,False
26949,>50K,1,False
26950,>50K,1,False
26951,<=50K,0,False
26952,<=50K,0,False
26953,<=50K,0,False
26954,<=50K,0,False
26955,<=50K,0,False
26956,<=50K,0,False
26957,<=50K,0,False
26958,<=50K,0,False
26959,<=50K,0,False
26960,<=50K,0,False
26961,<=50K,0,False
26962,<=50K,0,False
26963,>50K,1,False
26964,>50K,1,False
26965,<=50K,0,False
26966,>50K,1,False
26967,>50K,1,False
26968,<=50K,0,False
26969,<=50K,0,False
26970,<=50K,0,False
26971,<=50K,0,False
26972,<=50K,0,False
26973,>50K,1,False
26974,<=50K,0,False
26975,<=50K,0,False
26976,<=50K,0,False
26977,>50K,1,False
26978,>50K,1,False
26979,<=50K,0,False
26980,<=50K,0,False
26981,>50K,1,False
26982,<=50K,0,False
26983,<=50K,0,False
26984,<=50K,0,False
26985,<=50K,0,False
26986,<=50K,0,False
26987,>50K,1,False
26988,<=50K,0,False
26989,<=50K,0,False
26990,<=50K,0,False
26991,<=50K,0,False
26992,<=50K,0,False
26993,<=50K,0,False
26994,>50K,1,False
26995,>50K,1,False
26996,>50K,1,False
26997,>50K,1,False
26998,<=50K,0,False
26999,<=50K,0,False
27000,<=50K,0,False
27001,<=50K,0,False
27002,<=50K,0,False
27003,>50K,1,False
27004,<=50K,0,False
27005,<=50K,0,False
27006,<=50K,0,False
27007,>50K,1,False
27008,<=50K,0,False
27009,<=50K,0,False
27010,<=50K,0,False
27011,<=50K,0,False
27012,<=50K,0,False
27013,<=50K,0,False
27014,>50K,1,False
27015,<=50K,0,False
27016,<=50K,0,False
27017,<=50K,0,False
27018,<=50K,0,False
27019,<=50K,0,False
27020,<=50K,0,False
27021,<=50K,0,False
27022,>50K,1,False
27023,<=50K,0,False
27024,>50K,1,False
27025,<=50K,0,False
27026,<=50K,0,False
27027,>50K,1,False
27028,<=50K,0,False
27029,<=50K,0,False
27030,<=50K,0,False
27031,<=50K,0,False
27032,<=50K,0,False
27033,>50K,1,False
27034,>50K,1,False
27035,<=50K,0,False
27036,<=50K,0,False
27037,<=50K,0,False
27038,<=50K,0,False
27039,>50K,1,False
27040,>50K,1,False
27041,<=50K,0,False
27042,<=50K,0,False
27043,<=50K,0,False
27044,<=50K,0,False
27045,<=50K,0,False
27046,<=50K,0,False
27047,<=50K,0,False
27048,>50K,1,False
27049,<=50K,0,False
27050,>50K,1,False
27051,<=50K,0,False
27052,<=50K,0,False
27053,>50K,1,False
27054,>50K,1,False
27055,<=50K,0,False
27056,<=50K,0,False
27057,<=50K,0,False
27058,<=50K,0,False
27059,<=50K,0,False
27060,<=50K,0,False
27061,>50K,1,False
27062,<=50K,0,False
27063,<=50K,0,False
27064,<=50K,0,False
27065,<=50K,0,False
27066,<=50K,0,False
27067,<=50K,0,False
27068,<=50K,0,False
27069,<=50K,0,False
27070,<=50K,0,False
27071,<=50K,0,False
27072,<=50K,0,False
27073,>50K,1,False
27074,<=50K,0,False
27075,<=50K,0,False
27076,<=50K,0,False
27077,>50K,1,False
27078,<=50K,0,False
27079,<=50K,0,False
27080,<=50K,0,False
27081,<=50K,0,False
27082,>50K,1,False
27083,<=50K,0,False
27084,<=50K,0,False
27085,>50K,1,False
27086,>50K,1,False
27087,>50K,1,False
27088,<=50K,0,False
27089,>50K,1,False
27090,>50K,1,False
27091,>50K,1,False
27092,<=50K,0,False
27093,>50K,1,False
27094,<=50K,0,False
27095,>50K,1,False
27096,>50K,1,False
27097,<=50K,0,False
27098,<=50K,0,False
27099,<=50K,0,False
27100,<=50K,0,False
27101,>50K,1,False
27102,>50K,1,False
27103,<=50K,0,False
27104,>50K,1,False
27105,<=50K,0,False
27106,>50K,1,False
27107,>50K,1,False
27108,>50K,1,False
27109,<=50K,0,False
27110,<=50K,0,False
27111,<=50K,0,False
27112,<=50K,0,False
27113,<=50K,0,False
27114,<=50K,0,False
27115,>50K,1,False
27116,<=50K,0,False
27117,>50K,1,False
27118,<=50K,0,False
27119,<=50K,0,False
27120,<=50K,0,False
27121,>50K,1,False
27122,<=50K,0,False
27123,<=50K,0,False
27124,>50K,1,False
27125,>50K,1,False
27126,<=50K,0,False
27127,>50K,1,False
27128,<=50K,0,False
27129,<=50K,0,False
27130,<=50K,0,False
27131,<=50K,0,False
27132,>50K,1,False
27133,<=50K,0,False
27134,>50K,1,False
27135,<=50K,0,False
27136,>50K,1,False
27137,<=50K,0,False
27138,<=50K,0,False
27139,<=50K,0,False
27140,<=50K,0,False
27141,<=50K,0,False
27142,<=50K,0,False
27143,<=50K,0,False
27144,<=50K,0,False
27145,<=50K,0,False
27146,<=50K,0,False
27147,<=50K,0,False
27148,<=50K,0,False
27149,<=50K,0,False
27150,<=50K,0,False
27151,<=50K,0,False
27152,<=50K,0,False
27153,>50K,1,False
27154,<=50K,0,False
27155,>50K,1,False
27156,<=50K,0,False
27157,<=50K,0,False
27158,>50K,1,False
27159,<=50K,0,False
27160,<=50K,0,False
27161,<=50K,0,False
27162,>50K,1,False
27163,<=50K,0,False
27164,>50K,1,False
27165,<=50K,0,False
27166,<=50K,0,False
27167,<=50K,0,False
27168,<=50K,0,False
27169,>50K,1,False
27170,<=50K,0,False
27171,>50K,1,False
27172,<=50K,0,False
27173,>50K,1,False
27174,<=50K,0,False
27175,<=50K,0,False
27176,<=50K,0,False
27177,<=50K,0,False
27178,<=50K,0,False
27179,<=50K,0,False
27180,<=50K,0,False
27181,<=50K,0,False
27182,<=50K,0,False
27183,<=50K,0,False
27184,<=50K,0,False
27185,<=50K,0,False
27186,<=50K,0,False
27187,<=50K,0,False
27188,<=50K,0,False
27189,>50K,1,False
27190,<=50K,0,False
27191,<=50K,0,False
27192,<=50K,0,False
27193,>50K,1,False
27194,<=50K,0,False
27195,<=50K,0,False
27196,>50K,1,False
27197,<=50K,0,False
27198,<=50K,0,False
27199,<=50K,0,False
27200,<=50K,0,False
27201,>50K,1,False
27202,<=50K,0,False
27203,<=50K,0,False
27204,<=50K,0,False
27205,<=50K,0,False
27206,>50K,1,False
27207,>50K,1,False
27208,<=50K,0,False
27209,<=50K,0,False
27210,<=50K,0,False
27211,<=50K,0,False
27212,<=50K,0,False
27213,<=50K,0,False
27214,>50K,1,False
27215,<=50K,0,False
27216,>50K,1,False
27217,<=50K,0,False
27218,<=50K,0,False
27219,<=50K,0,False
27220,<=50K,0,False
27221,>50K,1,False
27222,<=50K,0,False
27223,>50K,1,False
27224,<=50K,0,False
27225,<=50K,0,False
27226,<=50K,0,False
27227,<=50K,0,False
27228,<=50K,0,False
27229,<=50K,0,False
27230,>50K,1,False
27231,>50K,1,False
27232,<=50K,0,False
27233,<=50K,0,False
27234,<=50K,0,False
27235,<=50K,0,False
27236,>50K,1,False
27237,>50K,1,False
27238,<=50K,0,False
27239,<=50K,0,False
27240,<=50K,0,False
27241,<=50K,0,False
27242,<=50K,0,False
27243,<=50K,0,False
27244,>50K,1,False
27245,<=50K,0,False
27246,<=50K,0,False
27247,<=50K,0,False
27248,<=50K,0,False
27249,<=50K,0,False
27250,<=50K,0,False
27251,<=50K,0,False
27252,<=50K,0,False
27253,<=50K,0,False
27254,<=50K,0,False
27255,<=50K,0,False
27256,>50K,1,False
27257,<=50K,0,False
27258,<=50K,0,False
27259,<=50K,0,False
27260,>50K,1,False
27261,<=50K,0,False
27262,>50K,1,False
27263,<=50K,0,False
27264,>50K,1,False
27265,<=50K,0,False
27266,<=50K,0,False
27267,<=50K,0,False
27268,<=50K,0,False
27269,<=50K,0,False
27270,>50K,1,False
27271,<=50K,0,False
27272,<=50K,0,False
27273,<=50K,0,False
27274,<=50K,0,False
27275,>50K,1,False
27276,<=50K,0,False
27277,<=50K,0,False
27278,<=50K,0,False
27279,<=50K,0,False
27280,>50K,1,False
27281,<=50K,0,False
27282,<=50K,0,False
27283,<=50K,0,False
27284,<=50K,0,False
27285,<=50K,0,False
27286,<=50K,0,False
27287,>50K,1,False
27288,<=50K,0,False
27289,<=50K,0,False
27290,<=50K,0,False
27291,>50K,1,False
27292,<=50K,0,False
27293,<=50K,0,False
27294,>50K,1,False
27295,<=50K,0,False
27296,<=50K,0,False
27297,<=50K,0,False
27298,>50K,1,False
27299,<=50K,0,False
27300,<=50K,0,False
27301,<=50K,0,False
27302,<=50K,0,False
27303,<=50K,0,False
27304,<=50K,0,False
27305,>50K,1,False
27306,<=50K,0,False
27307,<=50K,0,False
27308,<=50K,0,False
27309,<=50K,0,False
27310,<=50K,0,False
27311,<=50K,0,False
27312,<=50K,0,False
27313,<=50K,0,False
27314,>50K,1,False
27315,<=50K,0,False
27316,<=50K,0,False
27317,>50K,1,False
27318,<=50K,0,False
27319,<=50K,0,False
27320,<=50K,0,False
27321,<=50K,0,False
27322,<=50K,0,False
27323,<=50K,0,False
27324,<=50K,0,False
27325,<=50K,0,False
27326,>50K,1,False
27327,<=50K,0,False
27328,<=50K,0,False
27329,<=50K,0,False
27330,<=50K,0,False
27331,<=50K,0,False
27332,<=50K,0,False
27333,<=50K,0,False
27334,<=50K,0,False
27335,<=50K,0,False
27336,<=50K,0,False
27337,<=50K,0,False
27338,<=50K,0,False
27339,>50K,1,False
27340,<=50K,0,False
27341,<=50K,0,False
27342,>50K,1,False
27343,<=50K,0,False
27344,>50K,1,False
27345,>50K,1,False
27346,<=50K,0,False
27347,<=50K,0,False
27348,<=50K,0,False
27349,<=50K,0,False
27350,<=50K,0,False
27351,<=50K,0,False
27352,>50K,1,False
27353,<=50K,0,False
27354,<=50K,0,False
27355,>50K,1,False
27356,<=50K,0,False
27357,<=50K,0,False
27358,<=50K,0,False
27359,>50K,1,False
27360,<=50K,0,False
27361,<=50K,0,False
27362,<=50K,0,False
27363,<=50K,0,False
27364,<=50K,0,False
27365,>50K,1,False
27366,<=50K,0,False
27367,<=50K,0,False
27368,<=50K,0,False
27369,>50K,1,False
27370,<=50K,0,False
27371,<=50K,0,False
27372,>50K,1,False
27373,<=50K,0,False
27374,<=50K,0,False
27375,<=50K,0,False
27376,<=50K,0,False
27377,<=50K,0,False
27378,>50K,1,False
27379,<=50K,0,False
27380,<=50K,0,False
27381,<=50K,0,False
27382,<=50K,0,False
27383,<=50K,0,False
27384,<=50K,0,False
27385,<=50K,0,False
27386,<=50K,0,False
27387,<=50K,0,False
27388,<=50K,0,False
27389,>50K,1,False
27390,<=50K,0,False
27391,<=50K,0,False
27392,<=50K,0,False
27393,<=50K,0,False
27394,<=50K,0,False
27395,<=50K,0,False
27396,<=50K,0,False
27397,<=50K,0,False
27398,>50K,1,False
27399,<=50K,0,False
27400,<=50K,0,False
27401,<=50K,0,False
27402,>50K,1,False
27403,<=50K,0,False
27404,<=50K,0,False
27405,<=50K,0,False
27406,>50K,1,False
27407,>50K,1,False
27408,<=50K,0,False
27409,>50K,1,False
27410,>50K,1,False
27411,>50K,1,False
27412,<=50K,0,False
27413,<=50K,0,False
27414,>50K,1,False
27415,<=50K,0,False
27416,<=50K,0,False
27417,>50K,1,False
27418,>50K,1,False
